담당자 이름,부서명,제목,등록일,전화번호,조회수,URL
이재웅,가족정책과,제2호 가족정책브리프 (가족친화제도와 일가정 갈등),2011-12-28,02)2075-8702,7612,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=641523
이재웅,가족정책과,제1호 가족정책브리프 (아버지의 부모역할 수행 및 자녀의 발달특성 메타분석),2011-12-28,02)2075-8702,7196,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=641522
이재웅,가족정책과,"제3호 가족정책브리프(일과 가정갈등, 가족특성 등)",2011-10-31,02)2075-8702,8422,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=634554
오성미,다문화가족과,레인보우+ 2010년 겨울호,2011-09-26,02)2075-8732,3672,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=633849
오성미,다문화가족과,레인보우+ 2010년 가을호,2011-09-26,02)2075-8732,3117,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=633848
오성미,다문화가족과,레인보우+ 2010년 여름호 발간안내,2011-09-26,02)2075-8732,3197,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=633846
이재웅,가족정책과,9월 해외 가족정책 동향 리포트,2011-09-02,02)2075-8702,9964,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=633788
이재웅,가족정책과,제2차 건강가정기본계획 2011년 시행계획,2011-08-10,02)2075-8702,12464,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=629211
장유남,가족정책과,가족정책 브로셔(2011 가족정책 통합 길잡이),2011-07-13,02)2075-8705,9861,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=623542
강인숙,다문화가족지원과,국제결혼중개업건전화방안,2011-06-09,02)2075-8737,1706,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=691788
장유남,가족정책과,제1차 건강가정기본계획 보완판 및 2010년 시행계획,2011-02-21,02)2075-8705,12713,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=613756
장유남,가족정책과,제2차 건강가정기본계획(2011-2015),2011-02-15,02)2075-8705,15114,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=613693
김민성,가족정책과,2011년 아이돌보미 지원사업 안내,2011-02-15,02)2075-8706,9281,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=613686
김일곤,가족지원과,2011년도 건강가정지원센터 사업안내,2011-02-07,02-2075-8714,8471,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=613629
배재웅,가족지원과,2011년도 한부모가족지원사업 안내,2011-02-01,02)2075-8717,11829,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=613614
박우열,가족정책과,2010년 가족실태조사,2011-01-24,02)2075-8705,5177,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=693197
허소정,가족지원과,2010년 전국 조손가족 실태조사 보고서,2011-01-03,02)2075-8718,17215,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=609302
다문화가족과,다문화가족과,결혼중개업의 관리에 관한 법률 개정('10.11.18 시행) 안내,2010-11-15,02)2075-8726~7,7003,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=458560
양안미,가족정책과,2010년 0세아 정기 돌보미 지원 사업 안내,2010-11-05,02)2075-8703,6305,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=458493
양안미,가족정책과,2010년 아이돌보미 지원사업 안내,2010-07-28,02)2075-8703,6440,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=447043
이창은,다문화가족과,다문화가족 사회통합 유공자 포상계획 공고,2010-07-20,02)2075-8725,4118,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=446729
이창은,다문화가족과,2010년  다문화가족지원센터 현황,2010-07-20,02)2075-8725,2812,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=446728
백수현,가족지원과,2010년도 청소년 한부모 자립지원 사업 세부 운영 안내,2010-06-28,02)2075-8716,6918,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=436006
정초원,가족지원과,2010년 아이돌보미 사업 안내,2010-06-28,02)2075-8714,493,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=436005
허소정,가족지원과,2010년 한부모가족지원사업 안내,2010-06-28,02)2075-8795,7478,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=435998
송지은,다문화가족과,다문화가족의 해체문제와 정책과제 연구보고서,2010-05-25,02)2075-8723,5055,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=435725
송지은,다문화가족과,레인보우+ 2010년 봄호 발간안내,2010-05-13,02)2075-8723,3904,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=431259
채영이,가족정책과,2009년 가족친화지수 측정 및 분석,2010-04-16,02)2075-8707,6864,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=429288
윤영선,다문화가족과,2009년 다문화가족 실태조사 연구,2010-04-13,02)2075-8726,5443,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=429202
여성가족부,가족정책과,2008년 건강가정지원센터 현황,2010-03-18,,2907,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232214
여성부,가족정책과,2008년 결혼이민자가족지원센터 운영현황,2010-03-18,,493,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232213
여성가족부,가족정책과,2007년도 아이돌보미 지원사업 수행기관,2010-03-18,,2684,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232212
여성가족부,가족정책과,2007년도 장애아가족 아동양육지원사업 수행기관,2010-03-18,,2493,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232211
여성부,다문화가족과,Rainbow+(겨울호),2010-03-18,02)2100-6128,3649,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232202
여성부,다문화가족과,"""레인보우 09년 가을호"" 발간 안내",2010-03-18,,3455,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232200
여성부,가족정책과,2009년도 가족사업안내,2010-03-18,,3483,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232197
여성부,다문화가족과,Rainbow+(겨울호),2010-03-18,02)2100-6128,3102,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232195
여성부,다문화가족과,힘이되는 소비자정보,2010-03-18,02)2100-6128,4360,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232194
여성부,다문화가족과,2010년 다문화가족지원사업 안내,2010-03-18,,6099,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232199
여성부,다문화가족과,"행복한 한국생활 우리와 함께해요 (중국어, 캄보디어어)",2010-03-17,,3518,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232188
여성부,다문화가족과,"행복한 한국생활 우리와 함께해요~ (한국어, 베트남어, 영어, 중국어, 캄보디아어, 필리핀어)",2010-03-17,,4942,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232187
여성부,가족정책과,2008년 가족사업안내 책자,2010-03-17,,3229,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232185
여성부,다문화가족과,레인보우 + (가을호),2010-03-16,,3220,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232177
여성부,다문화가족과,결혼중개업 신고제 및 등록제 시행 홍보 리플릿 입니다.,2010-03-16,02)2100-6128,3265,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232176
여성부,다문화가족과,결혼중개업 관리업무 안내 알림,2010-03-16,,4787,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232175
여성부,다문화가족과,레인보우+ 여름호 입니다,2010-03-16,,3038,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232174
여성부,다문화가족과,여성결혼이민자를 위한 모성보호가이드 (영어)입니다.,2010-03-16,,703,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232173
여성부,다문화가족과,여성결혼이민자를 위한 모성보호가이드 (영어)입니다.,2010-03-16,,3061,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232172
여성부,다문화가족과,여성결혼이민자를 위한 모성보호가이드(러시아어),2010-03-16,,2939,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232171
여성부,다문화가족과,여성결혼이민자를 위한 모성보호가이드 (베트남어)입니다.,2010-03-16,,262,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232170
여성부,다문화가족과,여성결혼이민자를 위한 모성보호가이드 (베트남어)입니다.,2010-03-16,02)2100-6128,3312,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232169
여성부,다문화가족과,여성결혼이민자를 위한 모성보호가이드(중국어),2010-03-16,02)2100-6128,3033,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232168
여성부,다문화가족과,"""행복한 한국생활을 도와드립니다"" 다문화가족을 위한 정책안내 리플렛",2010-03-15,,3420,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232157
여성부,가족정책과,2006년 결혼이민자 가족실태조사 및 중장기지원정책방안,2010-03-15,02)2100-6128,4387,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232155
여성부,가족정책과,2005년 미혼무부자 종합대책에 관한 연구,2010-03-15,02)2100-6128,3175,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232154
여성부,다문화가족과,2005년 적정한 양육비의 산정 및 확보방안에 관한 연구,2010-03-15,02)2100-6128,3293,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232153
여성부,다문화가족과,2008년 결혼이민자가족지원센터 운영현황,2010-03-15,02)2100-6128,3238,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232152
여성부,다문화가족과,결혼이민자를 위한 행복한 한국생활 도우미 책자입니다.,2010-03-15,02)2100-6128,4402,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232151
관리자,가족정책과,2010년도 건강가정지원센터 사업안내,2010-02-26,02-2075-450,6263,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232628
관리자,다문화가족과,2010년 3월 다문화가족지원센터 운영현황,2010-02-23,02-2075-4500,7029,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=232627
이문희,가족정책과,2005년 가족실태조사,2006-03-06,02)2100-6324,491,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc503&bbtSn=704774
최은희,성폭력방지과,성폭력 상담원 교육훈련시설 현황(2024년 1월 기준),2024-04-26,02)2100-6397,93,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704413
최은희,성폭력방지과,성폭력 피해 상담소 현황(`24.1월 기준),2024-04-26,02)2100-6397,77,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704412
박정희,성폭력방지과,성폭력 피해자 전담의료기관 현황(2024.3월 기준),2024-04-01,02)2100-6393,212,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704411
박정희,성폭력방지과,2023년 해바라기센터 운영실적,2024-04-01,02)2100-6393,157,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704410
조성현,가정폭력스토킹방지과,공공부문 스토킹 사건 처리 매뉴얼,2024-04-01,02-2100-6427,243,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704409
소유선,폭력예방교육과,성매매피해상담소,2024-04-01,02-2100-6449,4966,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=43
박정희,성폭력방지과,2024년 해바라기센터 운영현황,2024-03-26,02)2100-6393,190,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704408
김수연,가정폭력스토킹방지과,2023년도 상반기 가정폭력 전문상담원 교육훈련시설 현황('23.6.30.기준),2024-03-04,02-2100-6426,459,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704407
김수연,가정폭력스토킹방지과,2023년도 상반기 가정폭력 상담소 운영 현황('23.6.30. 국비 지원 기준),2024-03-04,02-2100-6426,329,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704406
김수연,가정폭력스토킹방지과,2023년도 상반기 가정폭력 피해자 지원시설 운영실적('23.6.30.기준),2024-03-04,02-2100-6426,330,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704405
박정희,성폭력방지과,2024년 해바라기센터 사업안내,2024-02-29,02)2100-6393,355,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704404
최수린,폭력예방교육과,2024년 폭력예방교육 운영안내(지침),2024-02-05,02)2100-6445,1780,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704403
김정아,권익정책과,2024년 여성ㆍ아동권익증진사업 운영지침 및 서식 안내,2024-01-26,02)2100-6384,1694,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704402
김민성,성폭력방지과,성희롱·성폭력·스토킹 등 사건 보도 참고 수첩(2024),2024-01-19,02-2100-6168,602,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704401
배선휘,권익정책과,일본군'위안부' 피해자 생활안정금 및 특별지원금 현황,2023-12-21,02-2100-6432,3911,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=88
배선휘,권익정책과,일본군'위안부' 피해자 지원사업,2023-12-21,02-2100-6432,5157,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=87
송진영,아동청소년성보호과,2023년도 청소년성문화센터 현황,2023-12-20,02)2100-6403,1251,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704382
전국혜,가정폭력스토킹방지과,전국 여성긴급전화1366 센터 현황,2023-12-19,02-2100-6428,1295,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704371
조성현,권익보호과,스토킹 예방지침 표준안 및 해설,2023-11-08,02-2100-6427,1224,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704400
최은희,권익지원과,2022년 성폭력 피해 상담소 및 보호시설 운영실적,2023-09-27,02)2100-6397,1036,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704399
김수연,권익보호과,2022년도 가정폭력 상담소 운영 현황(22.12.31. 국비 지원 기준),2023-08-08,02-2100-6426,1184,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704398
김수연,권익보호과,2022년도 가정폭력 피해자 지원시설 운영실적('22.12.31.기준),2023-08-08,02-2100-6426,1341,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704397
최은경,권익구조과,인신매매 방지 안내 리플릿(외국어),2023-07-11,02)2100-6456,823,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704395
조성현,권익보호과,2022년 가정폭력 실태조사 연구 보고서,2023-07-06,02-2100-6427,3212,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704394
최은희,권익지원과,성폭력 피해 상담소 현황(`23.1월 기준),2023-06-28,02)2100-6397,1201,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704393
최은희,권익지원과,성폭력 상담원 교육훈련시설 현황(2023년 1월 기준),2023-06-28,02)2100-6397,1481,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704392
강소연,권익지원과,2022년 해바라기센터 운영실적,2023-06-27,02)2100-6395,816,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704391
강소연,권익지원과,2023년 해바라기센터 운영현황,2023-06-23,02)2100-6395,825,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704390
강소연,권익지원과,성폭력 피해자 전담 의료기관 현황 (2023년 1월 기준),2023-06-23,02)2100-6395,807,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704389
강소연,권익지원과,2022년 성폭력 안전실태조사 연구보고서,2023-06-21,02)2100-6395,4309,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704388
최은경,인신매매방지대책추진TF,인신매매 방지 안내 리플릿,2023-06-07,02)2100-6456,999,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704387
김민형,권익정책과,제1차 여성폭력방지정책 기본계획(2020~2024) 2023년도 시행계획 ,2023-05-01,02)2100-6307,1462,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704386
이민재,권익지원과,성희롱 성폭력 사건 통보 서식 수정 안내,2023-04-21,02)2100-6429,1225,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704385
송진영,아동청소년성보호과,아동청소년대상 성범죄 발생추세 및 동향 분석 ,2023-04-14,02-2100-6403,1453,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704383
운영자1,아동청소년성보호과,성범죄자 취업제한 및 신고의무 기관 현황 (2023.10.12.기준),2023-03-23,02-2100-6409,1471,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704345
최수린,권익기반과,2023년 폭력예방교육 운영안내(지침),2023-01-30,02)2100-6445,5386,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704381
김다영,권익지원과,공공부문 성희롱·성폭력 사건처리 매뉴얼('23.1),2023-01-25,02)2100-6429,5710,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704380
장서우,권익지원과,2023년 해바라기센터 사업안내,2023-01-12,02)2100-6398,2549,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704379
김정아,권익정책과,2023년 여성ㆍ아동권익증진사업 운영지침 및 서식 안내,2023-01-11,02)2100-6384,5436,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704378
김민형,권익정책과,2022년 여성폭력통계 공표 ,2022-12-29,02)2100-6307,4471,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704377
현승환,권익보호과,2022년 스토킹 피해 예방 및 피해자 지원 홍보 영상,2022-12-19,02)2100-6428,1056,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704376
현승환,권익보호과,2022년 이주여성 폭력피해 예방 및 피해자 지원 홍보 영상,2022-12-15,02)2100-6428,676,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704375
박윤호,권익보호과,2022년도 상반기 가정폭력 상담소 운영 현황(22.6.30. 국비 지원 기준),2022-11-29,02)2100-6426,4594,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704353
박윤호,권익보호과,2022년도 상반기 가정폭력 전문상담원 교육훈련시설 현황(22.6.30.기준) ,2022-11-29,02)2100-6426,2796,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704352
박윤호,권익보호과,2022년도 상반기 가정폭력 피해자 지원시설 운영실적('22.6.30.기준),2022-11-29,02)2100-6426,4100,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704351
최은희,권익지원과,성폭력 피해자 전담의료기관 현황(2022년 7월 기준),2022-09-28,02)2100-6397,1123,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704374
김민형,권익정책과,2021년 여성폭력 실태조사 ,2022-08-26,02)2100-6307,6722,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704373
김민형,권익정책과,2022년 아동·여성폭력 방지 유공 포상후보자 추천 공고,2022-07-21,02)2100-6307,684,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704372
정수경,아동청소년성보호과,청소년성문화센터 현황(22년),2022-07-11,02)2100-6403,1471,http://www.mogef.go.kr/mp/pcd/mp_pcd_s001d.do?mid=plc504&bbtSn=704343
